,ProductID,PriceReg,DayoftheYear,ItemCount
227,1,219.0,83,24
228,4,98.56,288,26
229,3,84.43,205,30
230,1,160.95,103,23
231,3,86.95,96,28
232,3,203.95,189,43
233,2,190.75,12,58
234,2,41.95,269,81
235,5,120.0,72,17
236,4,19.69,350,28
237,2,171.95,222,76
238,3,28.98,106,17
239,2,289.0,218,81
240,3,234.3,285,13
241,4,17.99,12,23
242,5,209.95,135,25
243,4,76.95,272,35
244,2,104.95,302,36
245,4,118.0,218,20
246,3,20.98,117,43
247,5,12.99,290,76
248,4,129.0,205,85
249,1,39.95,87,31
250,2,51.0,292,52
251,1,54.0,91,36
252,3,59.99,209,40
253,2,210.95,275,47
254,1,75.14,338,24
255,2,175.39,100,31
256,5,163.0,130,55
257,2,231.95,342,25
258,4,349.95,105,58
259,3,160.0,214,22
260,4,145.55,322,19
261,5,57.65,10,58
262,3,25.0,252,109
263,5,61.95,197,65
264,3,25.15,92,36
265,4,19.44,165,30
266,1,127.95,70,64
267,2,99.0,311,29
268,3,82.95,228,70
269,1,116.0,325,62
270,3,42.56,76,18
271,2,43.85,118,20
272,2,28.98,53,70
273,5,35.31,239,40
274,1,79.13,78,34
275,4,0.0,60,21
276,1,0.0,312,21
277,2,35.45,173,83
278,5,212.27,148,16
279,1,266.67,354,27
280,1,159.27,53,33
281,3,173.0,153,40
282,2,209.33,198,45
283,1,0.0,250,23
284,2,61.25,280,47
285,2,0.0,358,31
286,2,0.0,111,18
287,1,82.95,255,70
288,2,76.95,31,47
289,5,242.95,123,47
290,1,26.6,26,25
291,1,55.0,24,36
292,3,220.0,271,17
293,2,23.95,288,34
294,4,89.0,261,80
295,4,261.95,247,17
296,2,73.95,258,44
297,4,35.0,212,196
298,5,17.09,152,43
299,2,0.0,197,23
300,4,244.8,258,130
301,3,84.6,279,44
302,5,232.45,142,70
303,3,182.0,219,23
304,5,203.67,215,34
305,5,119.0,95,20
306,3,39.98,335,50
307,3,423.95,302,68
308,2,233.95,129,27
309,5,0.0,12,18
310,1,99.95,146,18
311,2,58.0,231,20
312,4,64.95,210,27
313,4,108.95,309,50
314,4,36.95,100,39
315,4,82.0,319,61
316,2,146.36,347,122
317,5,173.13,209,36
318,5,108.6,142,51
319,1,186.67,233,17
320,4,95.0,341,31
321,2,58.54,164,32
322,5,43.46,223,29
323,2,139.95,343,62
324,5,126.95,280,13
325,2,95.95,320,64
326,3,348.95,328,57
327,4,87.95,336,38
328,1,87.5,188,14
329,5,157.95,94,35
330,4,228.0,164,48
331,3,36.89,181,61
332,4,125.0,102,43
333,1,55.83,47,24
334,5,104.5,177,19
335,1,143.73,35,20
336,3,199.07,181,28
337,5,203.95,22,92
338,5,23.48,244,74
339,5,62.95,280,42
340,1,37.95,362,43
341,5,152.67,322,29
342,3,197.87,115,26
343,2,81.95,73,79
344,3,393.95,233,54
345,1,180.0,143,67
346,4,34.95,39,44
347,4,73.8,198,30
348,2,100.95,345,34
349,3,271.95,278,39
350,2,0.0,71,9
351,4,193.27,156,18
352,2,33.99,235,52
353,4,223.95,283,90
354,5,91.99,196,33
355,1,341.95,276,20
356,4,168.4,153,110
357,1,120.95,229,73
358,4,293.95,72,30
359,4,204.95,185,113
360,1,33.86,81,64
361,5,48.99,220,25
362,5,13.99,108,138
363,3,62.95,16,64
364,5,23.44,267,41
365,3,123.8,348,40
366,2,147.73,168,47
367,3,39.95,105,107
368,3,50.6,96,53
369,1,252.13,286,32
370,1,97.95,157,76
371,4,24.67,307,71
372,2,180.0,270,20
373,1,117.66,285,78
374,4,120.8,309,82
375,5,75.6,268,23
376,5,46.67,309,46
377,4,75.95,345,63
378,2,56.95,255,49
379,2,39.95,69,72
380,5,108.95,39,18
381,3,32.95,274,16
382,1,47.0,272,24
383,1,264.95,209,62
384,1,70.0,93,39
385,4,49.95,91,82
386,3,31.99,252,144
387,4,42.95,250,16
388,5,101.95,230,29
389,3,167.4,307,16
390,1,0.0,264,26
391,3,21.95,315,34
392,2,89.95,343,30
393,3,147.0,109,35
394,1,87.95,289,26
395,2,45.0,139,110
396,2,0.0,79,13
397,3,6.89,262,44
398,3,46.0,113,31
399,1,185.95,226,18
400,5,95.75,140,27
401,2,0.0,235,21
402,2,127.6,76,33
403,5,70.8,311,93
404,5,63.95,278,42
405,5,59.95,56,34
406,5,17.23,125,38
407,5,96.75,211,16
408,3,6.9,36,69
409,2,46.11,64,26
410,2,30.38,281,11
411,3,110.75,15,38
412,5,89.93,315,94
413,5,81.0,210,32
414,4,46.67,61,18
415,2,220.0,107,54
416,4,94.8,164,52
417,1,145.6,342,53
418,1,0.0,258,14
419,3,212.27,297,15
420,2,56.0,50,144
421,3,188.0,148,163
422,3,96.0,166,46
423,4,99.0,196,46
424,5,90.0,121,33
425,1,75.6,202,38
426,1,88.8,311,32
427,3,86.95,354,50
428,3,90.0,231,63
429,4,153.95,164,24
430,3,35.0,239,19
431,4,4.0,340,56
432,3,40.59,31,19
433,4,271.95,205,44
434,4,84.95,63,23
435,5,162.95,84,21
436,1,32.95,131,30
437,3,0.0,137,15
438,2,69.99,94,42
439,5,85.95,46,19
440,1,29.0,337,13
441,5,15.99,266,52
442,1,49.95,172,49
443,1,149.99,359,28
444,4,85.95,106,68
445,5,87.8,208,52
446,3,13.98,61,76
447,1,23.95,52,31
448,5,55.0,40,25
449,4,20.0,83,34
450,5,41.0,182,25
451,4,117.6,151,29
452,4,10.98,247,36
453,1,86.95,224,43
454,5,136.0,141,42
455,1,129.0,285,27
456,3,59.0,199,23
457,1,165.5,300,68
458,4,44.95,169,32
459,3,27.95,238,49
460,1,55.56,305,57
461,3,118.33,339,30
462,1,55.0,360,27
463,3,98.0,79,29
464,5,213.4,58,77
465,1,205.6,184,37
466,2,69.95,307,34
467,2,24.95,362,15
468,2,187.6,352,48
469,2,112.0,244,31
470,4,180.95,276,48
471,5,71.95,252,52
472,2,49.95,45,26
473,5,70.2,325,60
474,2,59.0,278,32
475,1,141.25,66,33
476,3,86.71,130,28
477,5,67.75,312,22
478,4,45.0,353,43
479,2,0.0,190,26
480,1,380.25,174,42
481,3,165.6,329,26
482,4,155.6,343,12
483,4,63.24,249,18
484,3,110.0,303,31
485,5,152.07,184,14
486,4,257.13,50,17
487,5,42.0,176,26
488,2,60.0,105,23
489,1,81.5,133,13
490,3,169.33,321,22
491,2,91.6,98,22
492,3,53.95,290,83
493,5,36.95,275,43
494,3,57.64,6,30
495,3,0.0,172,16
496,1,84.95,120,74
497,2,80.0,341,108
498,1,18.98,266,56
499,1,193.95,211,19
500,3,69.95,173,38
501,3,186.95,291,71
502,4,198.95,185,33
503,1,49.99,20,42
504,3,65.0,326,61
505,2,133.75,284,16
506,3,202.05,147,61
507,2,0.0,146,30
508,2,74.6,96,40
509,5,178.95,149,33
510,1,367.95,93,93
511,2,79.95,11,38
512,5,92.0,131,18
513,2,53.25,306,24
514,3,106.67,315,41
515,1,169.95,123,48
516,1,46.9,134,48
517,2,149.95,287,79
518,3,224.95,352,48
519,5,134.95,323,66
520,2,150.07,286,19
521,1,85.75,170,33
522,3,123.6,230,34
523,4,207.2,272,169
524,5,63.8,268,72
525,2,59.99,110,35
526,1,205.33,56,18
527,3,253.4,8,23
528,3,68.95,345,25
529,1,44.95,286,53
530,5,34.95,145,93
531,1,42.95,27,17
532,2,27.95,202,51
533,3,308.95,184,86
534,3,120.0,364,48
535,4,97.24,27,113
536,3,101.95,284,24
537,4,0.0,323,14
538,4,91.0,54,30
539,5,121.95,319,43
540,2,42.95,326,25
541,3,123.33,163,78
542,4,15.96,255,26
543,2,111.95,33,76
544,4,133.4,242,43
545,1,116.0,243,88
546,3,102.0,293,20
547,5,38.0,263,32
548,1,241.75,150,66
549,3,70.95,278,19
550,2,35.0,227,294
551,3,201.95,358,62
552,1,74.95,177,50
553,2,87.2,227,38
554,4,13.87,302,94
555,3,171.95,365,30
556,1,18.75,68,44
557,1,146.33,10,56
558,3,34.92,11,112
559,5,175.27,65,30
560,1,244.8,311,142
561,2,205.07,321,28
562,4,65.0,130,28
563,3,70.95,350,28
564,2,0.0,337,22
565,1,98.75,21,17
566,4,159.2,249,49
567,5,324.95,279,89
568,4,112.0,307,87
569,3,99.95,120,30
570,2,99.95,89,79
571,4,0.0,74,11
572,4,221.73,354,40
573,2,41.2,204,67
574,1,393.95,329,57
575,5,313.95,117,47
576,3,70.24,238,79
577,4,61.98,69,20
578,2,145.95,21,103
579,4,250.95,169,47
580,2,66.95,304,21
581,5,186.95,72,77
582,3,88.95,157,84
583,1,175.4,319,34
584,2,13.99,190,122
585,1,286.95,69,88
586,1,153.98,281,45
587,2,178.53,14,378
588,4,134.0,263,139
589,1,255.95,260,262
590,4,76.5,8,85
591,1,95.62,23,18
592,2,211.95,20,148
593,4,19.99,216,35
594,3,25.0,331,337
595,5,123.75,302,54
596,1,28.98,6,36
597,4,24.38,18,44
598,1,33.98,235,33
599,1,0.0,178,40
600,3,100.6,353,41
601,3,281.8,348,616
602,1,255.95,15,53
603,4,81.95,5,42
604,3,120.95,122,62
605,1,64.95,132,55
606,5,89.0,176,19
607,3,19.97,191,59
608,5,342.95,50,177
609,3,68.2,216,44
610,4,13.98,45,51
611,4,84.95,116,74
612,2,227.95,145,19
613,2,61.95,313,23
614,4,86.03,289,30
615,5,142.6,363,19
616,5,226.67,72,18
617,1,48.95,118,44
618,3,62.99,277,23
619,2,139.95,323,33
620,3,24.95,72,15
621,4,45.33,348,54
622,3,156.95,90,47
623,2,29.39,294,122
624,2,479.24,88,19
625,1,0.0,347,23
626,4,39.95,211,38
627,2,47.0,98,39
628,2,177.5,302,43
629,1,56.0,360,26
630,1,17.99,249,45
631,2,10.22,352,28
632,3,72.95,12,39
633,2,63.0,295,29
634,4,118.0,237,82
635,2,18.99,141,79
636,3,13.02,148,89
637,2,106.95,148,42
638,2,20.99,52,52
639,5,78.0,216,47
640,5,27.95,61,95
641,5,257.95,356,50
642,1,44.4,308,26
643,3,110.0,348,52
644,1,18.94,362,110
645,4,127.9,129,27
646,3,78.95,271,42
647,5,185.0,221,64
648,4,115.95,131,51
649,1,54.95,299,67
650,3,45.72,222,17
651,3,96.95,256,31
652,4,119.95,314,33
653,5,113.95,314,58
654,4,116.0,234,65
655,4,268.95,334,22
656,5,23.94,285,54
657,3,84.95,208,43
658,3,39.99,168,45
659,4,123.0,105,97
660,2,200.0,33,14
661,2,132.95,357,98
662,1,143.0,38,55
663,4,255.95,161,35
664,4,8.49,45,89
665,4,114.0,60,56
666,3,261.95,140,88
667,3,110.0,264,86
668,2,161.95,234,107
669,1,111.95,261,36
670,3,40.0,324,39
671,1,61.0,115,16
672,2,75.6,225,47
673,2,246.95,5,20
674,5,177.95,326,56
675,4,24.95,82,40
676,2,62.5,10,43
677,5,39.99,213,125
678,3,187.95,265,38
679,4,23.0,180,80
680,4,72.95,169,92
681,4,202.95,97,53
682,1,8.49,237,154
683,5,14.99,348,158
684,3,128.2,197,16
685,4,244.6,133,851
686,1,49.95,36,47
687,3,23.99,53,84
688,1,84.95,187,19
689,3,77.95,9,45
690,1,98.95,322,68
691,2,200.0,165,337
692,5,50.0,290,72
693,3,5.45,240,68
694,3,8.98,275,43
695,3,113.33,360,57
696,4,110.67,49,41
697,5,58.6,127,48
698,3,59.0,218,37
699,3,123.95,230,53
700,5,78.95,230,39
701,5,70.0,360,20
702,3,222.95,160,124
703,5,109.0,97,22
704,3,142.67,49,89
705,5,39.95,280,46
706,2,206.95,203,21
707,2,18.26,348,58
708,2,152.67,147,54
709,4,217.95,318,60
710,4,67.95,226,92
711,1,223.75,247,47
712,4,67.2,283,50
713,5,274.95,199,82
714,2,19.95,98,52
715,5,0.0,56,38
716,1,0.0,334,88
717,5,108.95,8,53
718,5,17.98,91,58
719,1,82.2,80,56
720,3,59.0,207,63
721,1,64.95,237,42
722,4,193.0,141,31
723,3,209.95,99,31
724,2,88.95,123,25
725,1,95.95,9,50
726,5,198.95,104,30
727,1,40.0,150,24
728,4,46.95,326,16
729,3,69.95,75,18
730,3,54.2,123,23
731,3,273.95,276,30
732,1,96.0,297,64
733,1,173.33,155,41
734,3,42.5,40,15
735,4,207.95,260,40
736,4,10.94,113,59
737,3,39.95,334,43
738,5,52.95,328,32
739,4,278.95,271,26
740,4,114.0,346,21
741,5,59.95,38,32
742,4,251.95,66,21
743,4,111.74,158,33
744,3,47.95,227,25
745,1,172.0,2,39
746,4,157.19,40,23
747,3,189.6,136,39
748,1,52.63,146,31
749,4,49.98,67,29
750,1,0.0,21,33
751,5,145.72,198,14
752,1,302.0,271,25
753,2,19.89,58,42
754,1,112.99,305,56
755,2,90.6,295,20
756,2,116.73,243,46
757,4,162.47,24,19
758,2,118.6,284,78
759,2,124.95,248,22
760,2,54.99,265,183
761,2,237.0,322,48
762,2,231.67,20,25
763,2,155.6,170,21
764,2,151.0,182,28
765,1,89.5,329,33
766,1,47.95,57,25
767,5,70.67,308,28
768,1,115.2,20,37
769,4,55.0,303,43
770,1,94.0,351,35
771,2,38.95,26,78
772,2,75.0,175,24
773,4,169.33,241,20
774,5,71.95,350,41
775,4,6.14,25,51
776,2,9.4,167,26
777,3,145.95,100,35
778,3,195.95,205,22
779,1,15.95,350,35
780,3,174.95,255,29
781,1,228.95,68,56
782,3,59.95,182,49
783,1,0.0,22,124
784,2,119.75,6,33
785,3,193.95,5,24
786,5,0.0,153,16
787,5,164.5,321,35
788,2,0.0,182,19
789,2,28.71,7,20
790,4,210.95,28,59
791,5,357.95,338,53
792,2,294.95,89,20
793,5,83.95,165,56
794,3,64.0,258,53
795,5,132.0,137,23
796,5,46.95,291,89
797,4,0.0,337,2
798,3,41.33,220,70
799,1,52.95,146,34
800,3,34.95,227,45
801,3,119.0,14,16
802,2,48.95,284,40
803,4,207.0,247,28
804,3,59.4,239,36
805,2,146.67,150,34
806,3,64.95,310,25
807,5,128.95,297,38
808,4,127.95,299,35
809,3,15.95,101,27
810,1,9.42,216,51
811,4,104.0,65,53
812,5,152.95,41,31
813,1,38.98,91,33
814,1,77.0,157,41
815,5,34.0,317,41
816,3,85.95,136,114
817,2,185.0,160,22
818,5,155.95,291,32
819,3,75.0,37,20
820,1,45.98,307,22
821,1,104.95,244,25
822,5,158.4,141,29
823,3,172.53,318,22
824,3,147.53,7,13
825,1,107.6,232,47
826,3,306.33,236,101
827,5,120.0,336,56
828,2,117.33,331,11
829,3,93.6,185,34
830,4,162.67,222,26
831,5,190.67,84,22
832,2,80.67,302,29
833,2,58.95,60,18
834,2,205.35,361,108
835,1,92.95,279,22
836,4,40.95,287,28
837,3,155.95,208,40
838,2,0.0,69,28
839,1,337.95,172,42
840,5,231.95,210,27
841,4,119.0,211,27
842,2,89.95,301,48
843,4,59.95,276,42
844,3,12.98,282,46
845,3,55.99,243,53
846,4,84.57,75,87
847,2,117.6,204,33
848,4,16.99,28,66
849,1,369.95,270,50
850,5,248.95,64,105
851,2,0.0,253,20
852,3,270.25,256,12
853,3,0.0,32,29
854,3,25.61,104,25
855,2,190.0,122,36
856,2,197.8,9,10
857,1,89.0,118,14
858,3,98.33,257,19
859,1,64.95,193,125
860,3,307.95,20,40
861,3,118.95,36,20
862,3,79.95,345,39
863,1,81.95,360,39
864,5,43.95,302,60
865,4,85.0,65,62
866,5,17.93,147,46
867,5,13.89,262,78
868,4,274.95,154,43
869,2,91.36,328,25
870,2,25.99,306,37
871,2,104.4,89,40
872,1,177.0,195,52
873,1,103.0,101,96
874,1,329.95,252,74
875,4,146.67,337,24
876,4,338.95,216,33
877,1,44.95,283,26
878,3,8.12,123,19
879,5,122.95,73,50
880,2,136.34,208,64
881,4,64.95,8,90
882,1,51.95,156,41
883,5,246.95,83,27
884,1,299.95,98,47
885,3,18.96,257,163
886,1,118.2,140,48
887,1,31.99,3,37
888,2,271.95,157,28
889,2,15.99,207,84
890,3,173.95,303,57
891,3,135.95,203,52
892,4,141.07,42,32
893,2,287.95,65,42
894,2,88.95,69,196
895,2,108.95,227,61
896,1,41.6,144,66
897,2,41.25,271,31
898,3,74.95,336,14
899,4,125.0,195,14
900,5,128.0,303,26
901,5,105.0,182,34
902,2,103.0,74,54
903,4,112.95,5,28
904,4,53.95,42,74
905,4,44.95,81,28
906,1,91.0,88,41
907,5,113.33,230,25
908,5,140.2,180,37
909,1,299.0,353,15
910,5,47.95,25,12
911,5,122.8,7,41
912,5,195.0,102,30
913,1,50.0,320,23
914,3,89.95,98,19
915,4,79.95,62,20
916,1,64.95,42,15
917,3,39.95,175,52
918,4,110.0,204,20
919,4,155.0,252,19
920,2,144.99,163,14
921,1,26.0,151,317
922,4,51.89,298,19
923,1,29.19,338,34
924,2,24.84,291,31
925,2,49.35,273,40
926,3,124.5,183,23
927,4,56.01,176,16
928,2,49.0,1,14
929,4,15.88,14,24
930,2,5.99,168,48
931,4,74.6,283,14
932,1,274.95,153,32
933,4,73.0,336,11
934,1,34.93,78,43
935,3,122.95,292,30
936,2,26.95,52,24
937,2,51.95,53,14
938,3,67.95,264,22
939,3,54.6,66,15
940,1,84.76,286,26
941,2,58.0,291,22
942,1,0.0,140,46
943,1,219.95,19,45
944,2,57.95,53,45
945,5,65.0,168,63
946,1,50.0,348,33
947,5,62.95,156,53
948,1,29.95,295,26
949,5,35.0,365,15
950,2,38.93,307,56
951,5,84.95,128,17
952,1,79.95,359,14
953,1,93.49,282,38
954,1,92.44,68,38
955,4,24.99,28,106
956,3,46.0,254,19
957,4,64.95,156,20
958,5,60.0,355,15
959,5,79.5,249,43
960,2,77.4,139,21
961,5,99.5,67,26
962,1,84.95,293,36
963,1,90.25,188,24
964,4,133.5,159,31
965,3,90.0,224,38
966,1,80.0,204,28
967,1,47.22,333,11
968,1,52.0,42,19
969,1,46.0,11,40
970,2,72.0,184,20
971,5,116.7,319,45
972,1,39.95,330,22
973,1,105.95,95,30
974,2,25.0,361,16
975,4,69.95,267,13
976,5,160.95,87,41
977,5,70.95,40,21
978,5,59.95,234,31
979,5,42.95,225,16
980,3,105.0,258,17
981,5,325.0,138,17
982,4,115.0,118,10
983,5,89.95,109,20
984,3,112.0,264,23
985,3,138.1,319,44
986,1,49.95,117,22
987,3,61.95,208,21
988,5,35.95,129,38
989,1,49.16,166,13
990,3,139.0,75,29
991,2,79.95,58,21
992,5,105.0,248,15
993,5,179.0,260,24
994,2,86.95,256,24
995,2,215.0,145,16
996,2,110.0,328,28
997,5,45.0,17,32
998,4,114.0,137,16
999,3,246.95,30,64
1000,5,54.38,202,28
1001,4,59.95,124,25
1002,1,65.54,179,32
1003,1,72.95,48,33
1004,4,197.99,260,20
1005,4,115.95,131,45
1006,3,38.95,100,21
1007,1,61.87,83,30
1008,3,74.95,142,32
1009,3,75.95,65,73
1010,3,179.0,65,14
1011,5,20.67,122,37
1012,4,44.95,163,27
1013,5,59.95,74,14
1014,4,170.0,363,17
1015,3,226.95,208,66
1016,1,75.95,105,40
1017,3,54.95,261,19
1018,4,0.0,218,34
1019,4,90.0,90,32
1020,5,46.0,259,17
1021,3,235.95,61,35
1022,5,22.95,36,21
1023,2,70.95,78,25
1024,5,99.0,52,30
1025,4,33.4,354,41
1026,1,120.95,112,26
1027,4,91.95,286,41
1028,1,97.95,49,34
1029,5,206.75,35,40
1030,4,151.0,154,34
1031,4,87.95,305,22
1032,3,39.0,18,55
1033,5,69.95,208,28
1034,2,197.95,309,46
1035,5,150.95,288,70
1036,3,52.95,242,143
1037,5,32.95,43,59
1038,5,44.95,41,36
1039,3,37.0,178,21
1040,4,0.0,150,29
1041,5,175.0,35,22
1042,1,113.95,185,36
1043,3,65.0,183,33
1044,5,97.6,275,48
1045,1,142.2,297,45
1046,3,55.6,192,28
1047,4,125.0,95,53
1048,4,79.0,131,28
1049,5,20.99,227,26
1050,5,167.36,205,34
1051,1,38.95,273,25
1052,5,152.95,168,19
1053,5,245.95,305,28
1054,4,35.0,239,76
1055,2,103.0,309,71
1056,1,185.0,144,27
1057,4,88.0,26,26
1058,5,110.0,175,38
1059,1,120.0,237,31
1060,1,105.0,350,19
1061,2,39.99,150,167
1062,1,51.6,48,78
1063,4,100.0,174,24
1064,1,39.99,108,41
1065,4,225.0,94,16
1066,1,37.56,27,18
1067,3,49.95,152,24
1068,5,65.67,240,48
1069,4,66.57,258,31
1070,5,59.0,35,13
1071,1,139.95,353,24
1072,2,31.95,57,25
1073,1,96.0,131,8
1074,5,111.0,54,13
1075,1,65.0,238,27
1076,4,125.95,358,16
1077,2,20.0,333,16
1078,5,169.95,77,37
1079,3,40.35,42,63
1080,1,125.0,148,17
1081,2,52.46,362,15
1082,4,36.25,103,21
1083,2,24.38,329,68
1084,5,36.0,190,18
1085,5,120.0,161,21
1086,5,136.6,47,21
1087,2,0.0,296,24
1088,1,83.0,248,26
1089,5,144.0,333,20
1090,4,99.0,171,25
1091,5,23.87,320,28
1092,2,29.95,332,26
1093,4,100.95,194,18
1094,4,49.95,129,24
1095,2,70.95,80,16
1096,4,66.95,54,24
1097,3,92.95,97,26
1098,5,89.95,220,49
1099,4,144.95,214,30
1100,5,92.95,89,25
1101,5,53.95,44,40
1102,2,66.95,231,48
1103,3,66.95,76,42
1104,5,35.95,36,37
1105,1,66.95,160,25
1106,1,58.95,73,24
1107,3,59.95,18,24
1108,4,85.95,125,32
1109,1,63.56,265,19
1110,5,16.78,227,55
1111,3,84.75,172,45
1112,2,36.5,352,33
1113,4,16.99,20,35
1114,5,74.23,177,25
1115,1,68.95,182,21
1116,1,220.0,79,24
1117,5,23.23,143,50
1118,2,245.95,66,33
1119,3,74.95,331,34
1120,2,25.0,244,98
1121,3,67.0,158,55
1122,1,58.25,297,57
1123,4,59.5,55,14
1124,3,26.72,66,47
1125,5,38.68,223,50
1126,5,28.0,176,40
1127,5,58.95,347,40
1128,4,27.99,257,54
1129,1,0.0,6,21
1130,5,77.75,322,14
1131,1,0.0,94,23
1132,1,20.13,339,51
1133,5,25.4,175,38
1134,2,58.5,316,68
1135,5,121.93,310,13
1136,1,10.94,136,176
1137,5,0.0,45,26
1138,3,29.9,237,69
1139,3,125.0,67,13
1140,2,44.95,81,17
1141,2,169.99,337,16
1142,3,37.95,267,13
1143,2,65.0,207,17
1144,3,110.95,144,12
1145,5,42.59,268,37
1146,3,120.0,232,14
1147,5,58.64,275,19
1148,1,73.0,226,15
